% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_2400keV_Apiezon_f37_FINAL.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 13:54
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
0                        4.9999999999999996E-6    -5.0E-4                  9.237055564881302E-14    -6.288303211476887E-13
5                        4.9999999999999996E-6    -5.0E-4                  1.1867009393046892       0.07063400716068102
10                       4.9999999999999996E-6    -5.0E-4                  2.371825285589491        0.14151934149631273
15                       4.9999999999999996E-6    -5.0E-4                  3.555821486279534        0.21252952140424242
20                       4.9999999999999996E-6    -5.0E-4                  4.736133136583781        0.28366550686574143
25                       4.9999999999999996E-6    -5.0E-4                  5.913189995243432        0.354972219156533
30                       4.9999999999999996E-6    -5.0E-4                  7.089101357125866        0.4264473529460915
35                       4.9999999999999996E-6    -5.0E-4                  8.264465335142372        0.4980508925397267
40                       4.9999999999999996E-6    -5.0E-4                  9.434768568946264        0.5697794510991123
45                       4.9999999999999996E-6    -5.0E-4                  10.604624145912737       0.6416711398996355
50                       4.9999999999999996E-6    -5.0E-4                  11.774741997172448       0.7136846262387415
55                       4.9999999999999996E-6    -5.0E-4                  12.947197888086833       0.7858297004069037
60                       4.9999999999999996E-6    -5.0E-4                  14.114231637657753       0.8580765745527223
65                       4.9999999999999996E-6    -5.0E-4                  15.281061220184299       0.9304448397866771
70                       4.9999999999999996E-6    -5.0E-4                  16.44696835978283        1.002924934961829
75                       4.9999999999999996E-6    -5.0E-4                  17.610726385917737       1.0755237347358708
80                       4.9999999999999996E-6    -5.0E-4                  18.772758107527558       1.1482520683233517
85                       4.9999999999999996E-6    -5.0E-4                  19.934781847182798       1.221111146952989
90                       4.9999999999999996E-6    -5.0E-4                  21.096701367836182       1.2940858444566565
