% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_2400keV_Apiezon_f37_FINAL.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 13:54
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
0                        4.9999999999999996E-6    5.0E-4                   7.105427357601002E-14    -6.359357485052897E-13
5                        4.9999999999999996E-6    5.0E-4                   1.1874141669443397       0.042746821212908515
10                       4.9999999999999996E-6    5.0E-4                   2.3732560001336545       0.08565243311154447
15                       4.9999999999999996E-6    5.0E-4                   3.557969052751485        0.12864270496666208
20                       4.9999999999999996E-6    5.0E-4                   4.7389924352334845       0.17171797219707585
25                       4.9999999999999996E-6    5.0E-4                   5.91676346666555         0.21490395878388213
30                       4.9999999999999996E-6    5.0E-4                   7.0934004620371915       0.25819897975850736
35                       4.9999999999999996E-6    5.0E-4                   8.269480010526188        0.30157909193810184
40                       4.9999999999999996E-6    5.0E-4                   9.440487841179465        0.34504271083460125
45                       4.9999999999999996E-6    5.0E-4                   10.611083599601368       0.3886116033248257
50                       4.9999999999999996E-6    5.0E-4                   11.78192153770976        0.43226087542629443
55                       4.9999999999999996E-6    5.0E-4                   12.955100535124771       0.4760061414685097
60                       4.9999999999999996E-6    5.0E-4                   14.122864579256124       0.5198148072882489
65                       4.9999999999999996E-6    5.0E-4                   15.290429899514209       0.5636987373722988
70                       4.9999999999999996E-6    5.0E-4                   16.45705943836976        0.6076507310974186
75                       4.9999999999999996E-6    5.0E-4                   17.62153979986317        0.6516720046505569
80                       4.9999999999999996E-6    5.0E-4                   18.784304101257234       0.6957662880993709
85                       4.9999999999999996E-6    5.0E-4                   19.947070424885396       0.7399321409271806
90                       4.9999999999999996E-6    5.0E-4                   21.109738022940725       0.7841602193077719
