% Model:              BeamAdsorber_3D+2D__20K_sensorVarCurr_2400keV_Apiezon_f37_FINAL.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 22 2024, 13:56
% Table:              Table 6 - Global Evaluation 2
% Iop (A)                hKapton (m)              SensPos (m)              REBCO (K)                Sensor (K)
0                        9.0E-6                   -5.0E-4                  7.815970093361102E-14    -6.679101716144942E-13
5                        9.0E-6                   -5.0E-4                  1.7282523542755825       0.19937670375396266
10                       9.0E-6                   -5.0E-4                  3.453699580337382        0.39938386633229683
15                       9.0E-6                   -5.0E-4                  5.172723656182843        0.599790698833349
20                       9.0E-6                   -5.0E-4                  6.885906752699157        0.8007717841543531
25                       9.0E-6                   -5.0E-4                  8.597107146546278        1.0021977277716871
30                       9.0E-6                   -5.0E-4                  10.300781630726984       1.2042127763781458
35                       9.0E-6                   -5.0E-4                  12.007497123508607       1.4068057523952646
40                       9.0E-6                   -5.0E-4                  13.707870375108499       1.6099356728905008
45                       9.0E-6                   -5.0E-4                  15.406482445942878       1.8135983134228013
50                       9.0E-6                   -5.0E-4                  17.102737405597615       2.0177313467594473
55                       9.0E-6                   -5.0E-4                  18.794827214014255       2.2223573105811028
60                       9.0E-6                   -5.0E-4                  20.485905845140373       2.427458507466987
65                       9.0E-6                   -5.0E-4                  22.1765322288204         2.6329577989689206
70                       9.0E-6                   -5.0E-4                  23.866556094786006       2.8388123868643014
75                       9.0E-6                   -5.0E-4                  25.555700573915573       3.044991917972748
80                       9.0E-6                   -5.0E-4                  27.242423868381273       3.2515029449893547
85                       9.0E-6                   -5.0E-4                  28.926867747289997       3.4583061149714887
90                       9.0E-6                   -5.0E-4                  30.611653818627715       3.665360856419273
